game_id,win,duration,avg_kda,avg_gold_per_min,avg_damage_champ_per_min,avg_vision_score,baron_kills,dragon_kills,tower_kills
3728936322,1,1696,3.207142857142857,414.8632075471698,788.1014150943396,25.6,0,1,9
3728948051,0,1654,1.6374458874458875,338.10399032648127,692.1257557436518,20.2,0,2,2
3728948051,1,1654,4.82,435.0689238210399,771.1850060459492,28.4,1,2,11
3729133857,0,1673,1.0376984126984128,356.7077106993425,776.047818290496,20.6,0,0,3
3729133857,1,1673,6.737619047619049,450.4411237298267,761.9533771667664,27.8,1,4,10
3729159732,0,1892,1.2714285714285714,361.64270613107817,672.8942917547568,33.4,0,0,6
3729159732,1,1892,4.578095238095238,440.0486257928118,1074.659619450317,35.0,1,4,11
3729406684,0,1989,1.9441558441558442,371.2337858220211,791.2699849170438,31.2,0,3,3
3729406684,1,1989,3.278174603174603,426.2081447963801,1013.1402714932126,25.6,1,2,10
3729416000,0,1819,2.3814285714285712,388.6047278724574,716.7608576140736,20.0,0,1,3
3729416000,1,1819,3.806666666666666,405.2028587135789,804.7652556349642,27.4,1,4,11
3729572908,0,1988,1.5335714285714286,351.682092555332,915.7786720321932,27.6,0,2,5
3729572908,1,1988,6.183809523809524,407.64989939637826,879.169014084507,18.0,1,3,8
3729596892,0,1809,1.314848484848485,395.22388059701495,797.7645107794363,22.6,1,1,7
3729596892,1,1809,5.886984126984127,425.4461028192371,921.0215588723053,19.8,0,3,8
3729839417,0,912,0.47857142857142854,291.9868421052632,432.7631578947368,6.8,0,1,0
3729839417,1,912,8.266666666666666,448.69736842105266,609.9605263157895,6.6,0,1,4
3730327511,0,1858,1.5172222222222222,362.37674919268034,766.2368137782562,19.0,0,1,2
3730327511,1,1858,3.4661904761904765,422.48008611410125,1032.897739504844,27.8,0,4,10
3730349609,0,986,0.6166666666666666,320.20283975659225,375.17647058823525,10.6,0,0,1
3730349609,1,986,4.7,388.0283975659229,422.2150101419878,8.0,0,1,3
3730357748,0,1696,0.9611943611943612,354.02830188679246,550.6981132075473,19.8,0,1,3
3730357748,1,1696,7.633333333333333,422.9433962264151,729.8419811320755,21.8,1,3,12
3730707323,0,2221,2.136796536796537,384.189104007204,1013.132823052679,29.8,1,1,6
3730707323,1,2221,3.499444444444444,408.29716343989196,1056.6861773975686,37.0,1,4,11
3730737452,0,2402,1.45,363.826810990841,990.4696086594506,38.4,0,2,5
3730737452,1,2402,5.175324675324676,401.8501248959201,837.6819317235637,38.2,2,4,10
3730764943,0,1948,2.7866666666666666,356.07597535934286,607.5400410677619,28.4,0,2,3
3730764943,1,1948,3.031428571428571,380.4517453798768,868.6201232032854,26.4,1,2,8
3731205422,0,1562,1.978333333333333,361.4903969270166,555.8565941101152,21.2,0,3,0
3731205422,1,1562,4.7333333333333325,440.3892445582586,876.6606914212547,23.8,0,1,11
3731237305,0,1445,2.1464285714285714,315.363321799308,511.73148788927335,17.0,0,0,0
3731237305,1,1445,7.9,444.2325259515571,767.5100346020762,16.8,0,3,11
3732154524,0,2276,2.337987012987013,403.2126537785589,821.2196836555362,46.2,1,1,7
3732154524,1,2276,2.519047619047619,429.3796133567663,794.3778558875221,42.8,1,4,8
3732987267,0,1989,2.603333333333333,359.5656108597285,555.5897435897435,30.0,0,3,5
3732987267,1,1989,2.729047619047619,409.8220211161388,738.9140271493213,32.2,0,2,10
3733014972,0,2114,1.6792185592185593,362.3841059602649,773.2961210974456,22.4,0,1,2
3733014972,1,2114,3.7950000000000004,434.97445600756856,1036.7625354777672,28.4,1,4,11
3733048045,0,1703,1.694047619047619,341.0945390487375,619.9835584263066,21.4,0,0,3
3733048045,1,1703,5.0600000000000005,401.2143276570758,699.3681738109219,27.2,0,4,9
3733053749,0,1797,2.63,368.9949916527546,688.0267111853088,20.2,0,0,3
3733053749,1,1797,2.838888888888889,422.8514190317195,837.6627712854757,22.4,1,4,9
3733087345,0,1236,0.9916666666666666,318.8932038834951,513.3883495145631,15.6,0,1,2
3733087345,1,1236,5.6433333333333335,394.35922330097094,718.1941747572815,13.0,0,2,5
3733092382,0,2023,2.855,353.5936727632229,727.1774592189817,23.6,0,3,3
3733092382,1,2023,3.4333333333333327,407.95254572417196,805.26347009392,29.2,1,2,9
3733108929,0,2420,2.1100000000000003,362.8115702479339,922.2148760330577,41.4,0,1,7
3733108929,1,2420,2.932142857142857,401.8264462809917,991.581818181818,36.6,2,4,9
3733149388,0,1667,1.0289621489621488,352.1679664067186,534.9106178764247,23.4,0,0,4
3733149388,1,1667,9.853333333333333,441.6100779844031,743.8848230353929,26.0,1,4,10
3733194038,0,1806,1.2845454545454547,343.6611295681063,616.2724252491694,23.2,0,0,2
3733194038,1,1806,6.68,434.0332225913621,815.9734219269103,27.2,1,4,11
3733916018,0,1801,1.3126190476190476,344.7484730705164,543.4047751249307,24.4,0,1,1
3733916018,1,1801,5.325,427.3292615213771,995.4203220433094,41.4,1,3,11
3733923670,0,1638,2.8666666666666663,364.6520146520146,616.4175824175825,22.8,0,1,1
3733923670,1,1638,2.993333333333333,414.48351648351644,628.4688644688645,26.2,1,3,11
3734072198,0,2278,2.5595238095238093,374.2809482001756,688.1562774363476,30.6,1,1,7
3734072198,1,2278,3.586190476190476,371.4258121158911,718.667251975417,29.2,1,5,10
3734091065,0,1667,1.4,341.34853029394117,674.1595680863827,20.8,0,2,4
3734091065,1,1667,4.411111111111111,415.81763647270543,615.6856628674265,18.8,1,2,11
3734120340,0,1984,2.09,343.6512096774194,665.6733870967741,29.6,0,4,4
3734120340,1,1984,3.142857142857143,402.4959677419355,704.8548387096774,24.2,1,1,9
3734331774,0,1511,1.2133333333333334,367.15552614162806,438.7266710787559,22.4,0,1,5
3734331774,1,1511,7.173333333333334,446.5175380542687,682.7054930509596,26.0,0,2,10
3734352844,0,1902,1.3994444444444443,357.1167192429022,736.7129337539433,31.6,1,0,3
3734352844,1,1902,8.866666666666667,447.2302839116719,873.5709779179812,32.8,0,4,11
3734451622,0,1529,1.0857142857142859,347.4898626553303,746.6527141922825,15.2,0,0,3
3734451622,1,1529,3.5200000000000005,421.1615434924787,842.6605624591235,19.4,0,4,9
